Country,StatusDate,Infections,Deaths,Recovery
Cabo Verde,3/20/2020,1,0,0
Cabo Verde,3/21/2020,3,0,0
Cabo Verde,3/22/2020,3,0,0
Cabo Verde,3/23/2020,3,0,0
Cabo Verde,3/24/2020,3,1,0
Cabo Verde,3/25/2020,4,1,0
Cabo Verde,3/26/2020,4,1,0
Cabo Verde,3/27/2020,5,1,0
Cabo Verde,3/28/2020,5,1,0
Cabo Verde,3/29/2020,6,1,0
Cabo Verde,3/30/2020,6,1,0
Cabo Verde,3/31/2020,6,1,0
Cabo Verde,4/1/2020,6,1,0
Cabo Verde,4/2/2020,6,1,0
Cabo Verde,4/3/2020,6,1,0
