Country,StatusDate,Infections,Deaths,Recovery
Guadeloupe,3/16/2020,6,0,0
Guadeloupe,3/17/2020,18,0,0
Guadeloupe,3/18/2020,27,0,0
Guadeloupe,3/19/2020,33,0,0
Guadeloupe,3/20/2020,45,0,0
Guadeloupe,3/21/2020,53,0,0
