Country,StatusDate,Infections,Deaths,Recovery
Tanzania,3/16/2020,1,0,0
Tanzania,3/17/2020,1,0,0
Tanzania,3/18/2020,3,0,0
Tanzania,3/19/2020,6,0,0
Tanzania,3/22/2020,12,0,0
Tanzania,3/23/2020,12,0,0
Tanzania,3/24/2020,12,0,0
Tanzania,3/25/2020,12,0,0
Tanzania,3/26/2020,13,0,0
Tanzania,3/27/2020,13,0,1
Tanzania,3/28/2020,14,0,1
Tanzania,3/29/2020,14,0,1
Tanzania,3/30/2020,19,0,1
Tanzania,3/31/2020,19,1,1
Tanzania,4/1/2020,20,1,1
Tanzania,4/2/2020,20,1,2
Tanzania,4/3/2020,20,1,3
