Country,StatusDate,Infections,Deaths,Recovery
Saint Lucia,3/14/2020,1,0,0
Saint Lucia,3/16/2020,2,0,0
Saint Lucia,3/17/2020,2,0,0
Saint Lucia,3/22/2020,2,0,0
Saint Lucia,3/23/2020,3,0,0
Saint Lucia,3/24/2020,3,0,0
Saint Lucia,3/25/2020,3,0,0
Saint Lucia,3/26/2020,3,0,0
Saint Lucia,3/27/2020,3,0,1
Saint Lucia,3/28/2020,3,0,1
Saint Lucia,3/29/2020,9,0,1
Saint Lucia,3/30/2020,9,0,1
Saint Lucia,3/31/2020,13,0,1
Saint Lucia,4/1/2020,13,0,1
Saint Lucia,4/2/2020,13,0,1
Saint Lucia,4/3/2020,13,0,1
